,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms,id,day,target_mood
0,3.0831523917559385,3139.218,6280.89,1007.456,49.544,0.0,172.20600000000002,239.751,4508.5,915.445,0.0,598.754,0.0,6.0,0.2,0.2,6.2,17978.907000064843,0.0,AS14.01,2014-03-21,6.4
1,3.7900835078393302,731.429,4962.918,93.324,21.076,0.0,0.0,98.143,439.632,37.305,0.0,117.62100000000001,0.0,3.0,0.6,0.6,6.4,6142.160999536513,1.0,AS14.01,2014-03-22,6.8
2,2.1411167370759547,1286.246,5237.319,94.346,43.403,0.0,0.0,72.82300000000001,900.839,0.0,0.0,30.086,30.386,0.0,0.2,0.8,6.8,6773.832001447675,0.0,AS14.01,2014-03-23,6.0
3,1.895065346774351,866.956,9270.629,976.9709999999999,34.106,0.0,3.01,66.558,3223.6259999999997,419.805,0.0,178.732,0.0,10.0,0.8,0.0,6.0,15047.351000547404,0.0,AS14.01,2014-03-24,6.75
4,2.3609786973721625,1032.768,10276.751,68.206,43.054,0.0,0.0,178.81900000000002,1919.471,0.0,235.223,222.893,0.0,0.0,0.5,0.5,6.75,21475.35499906539,1.0,AS14.01,2014-03-25,6.6
5,2.431399720081822,1167.497,8988.753,910.479,52.331,0.0,0.0,97.49799999999999,4592.059,0.0,0.0,33.365,0.0,0.0,-0.2,0.6,6.6,16423.80100035667,0.0,AS14.01,2014-03-26,7.0
6,3.5092341013201445,1229.327,6936.512,639.3389999999999,42.219,0.0,182.451,58.532,935.381,47.314,0.0,179.029,0.0,2.0,0.2,0.8,7.0,17442.14999938011,1.0,AS14.01,2014-03-27,6.4
7,2.2967525192908833,10062.595,866.833,1005.403,89.166,233.036,0.0,225.951,512.741,1133.009,0.0,301.717,0.0,5.0,-0.6,0.6,6.4,4923.48899960518,0.0,AS14.01,2014-03-28,8.0
8,1.6368674424448715,1952.63,2720.692,1627.429,0.0,0.0,0.0,169.594,472.888,52.434999999999995,0.0,600.637,0.0,4.0,0.2,1.0,8.0,8322.6219997406,1.0,AS14.01,2014-03-29,7.5
9,0.687301587301588,414.365,1298.505,1535.677,0.0,0.0,0.0,74.003,167.685,0.0,66.477,38.296,0.0,0.0,-0.5,0.75,7.5,4523.2140009403265,0.0,AS14.01,2014-03-30,7.4
10,1.6921315412013491,2961.4049999999997,5332.637,1758.92,41.254999999999995,51.176,0.0,268.554,1350.655,183.381,29.29,210.305,0.0,6.0,0.0,0.6,7.4,11836.834000349041,0.0,AS14.01,2014-03-31,6.0
11,2.842637825105664,1385.517,6095.526,1030.637,547.826,234.741,92.388,121.19,5040.067,1614.621,0.0,517.636,0.0,1.0,0.2,0.0,6.0,17173.906002044678,0.0,AS14.01,2014-04-01,6.5
12,2.4459986553173634,3614.349,6920.156,1343.376,247.777,0.0,90.481,541.5409999999999,3428.792,0.0,0.0,341.371,0.0,4.0,0.5,0.75,6.5,21358.510999917988,0.0,AS14.01,2014-04-02,6.4
13,1.181723345002586,2321.464,14438.082,1293.631,76.234,0.0,0.0,213.90200000000002,3154.241,19.082,0.0,182.77200000000002,0.0,4.0,-1.2,0.0,6.4,21401.835000753403,0.0,AS14.01,2014-04-03,6.2
14,3.0405434689758195,1957.829,5481.628,1545.2269999999999,0.0,0.0,0.0,176.801,2086.197,158.24099999999999,0.0,128.692,0.0,2.0,0.2,0.4,6.2,12379.411000013357,1.0,AS14.01,2014-04-04,6.8
15,2.856055252882692,15159.190000000002,1885.409,76.369,0.0,0.0,0.0,81.133,363.208,187.945,0.0,118.956,0.0,0.0,-0.4,0.6,6.8,3340.4309999942784,0.0,AS14.01,2014-04-05,6.5
16,1.5457871866192354,4548.662,3355.743,187.214,0.0,114.406,0.0,119.12,321.46000000000004,0.0,0.0,46.249,0.0,4.0,-0.75,0.5,6.5,7467.321999788283,0.0,AS14.01,2014-04-06,6.5
17,1.2160949081836292,927.377,7355.015,447.121,46.128,0.0,17.107,170.348,1475.418,60.247,0.0,205.81100000000004,0.0,1.0,-0.75,0.25,6.5,9846.380999803541,0.0,AS14.01,2014-04-07,6.6
18,1.8078493982723638,892.689,9477.553,3466.4790000000003,19.131,0.0,0.0,209.514,2655.121,0.0,0.0,36.143,0.0,1.0,-0.4,0.6,6.6,15101.132001876831,0.0,AS14.01,2014-04-08,7.4
19,2.8892187487758902,1638.617,6177.076,940.77,0.0,0.0,0.0,346.654,2826.35,0.0,0.0,577.3589999999999,0.0,4.0,-0.8,0.6,7.4,13558.28900098801,0.0,AS14.01,2014-04-09,7.4
20,1.8951145246773855,715.355,4881.411,1858.893,0.0,1.059,23.195,107.91900000000001,1174.717,0.0,0.0,377.687,0.0,7.0,-0.4,0.8,7.4,9296.09899926186,0.0,AS14.01,2014-04-10,7.0
21,1.9196688497534526,3369.031,3336.592,1976.138,94.093,0.0,0.0,51.452,596.807,34.234,0.0,214.648,0.0,0.0,-1.2,0.8,7.0,10526.846000194553,0.0,AS14.01,2014-04-11,7.25
22,1.733977475287636,302.446,6595.083,2186.482,0.0,0.0,0.0,79.033,264.432,5.031,0.0,352.392,0.0,0.0,-0.75,0.75,7.25,11750.809000968928,0.0,AS14.01,2014-04-12,8.0
23,0.3365118949048974,447.415,1096.795,249.392,82.413,0.0,0.0,94.209,34.501999999999995,0.0,0.0,0.0,0.0,0.0,-1.25,1.0,8.0,2005.7509992122655,0.0,AS14.01,2014-04-13,7.2
24,2.0132955472772207,961.581,6486.284,6265.556,89.32300000000001,0.0,0.0,145.096,2921.9849999999997,29.104,0.0,986.014,0.0,1.0,-1.2,0.6,7.2,17985.44799923897,1.0,AS14.01,2014-04-14,6.4
25,2.1626916667374063,1596.356,6224.231,944.5219999999999,13.043,0.0,0.0,110.41499999999999,4428.21,8.363,0.0,279.793,0.0,8.0,0.0,0.8,6.4,13585.222998380666,1.0,AS14.01,2014-04-15,7.2
26,2.7866480670509333,923.613,5175.016,426.734,0.0,0.0,0.0,40.784,1912.852,0.0,0.0,223.587,0.0,0.0,0.6,0.4,7.2,12522.47499895096,1.0,AS14.01,2014-04-16,6.6
27,1.3660285601303237,552.201,11853.339,142.241,0.0,0.0,0.0,53.763,2107.146,0.0,0.0,49.718,0.0,2.0,-0.4,0.6,6.6,15018.48000073434,0.0,AS14.01,2014-04-17,6.8
28,2.256792160679426,1860.8980000000001,5341.657,774.354,119.163,0.0,0.0,47.789,1993.922,63.874,0.0,88.68,0.0,1.0,-0.8,0.8,6.8,13490.728999614706,0.0,AS14.01,2014-04-18,7.8
29,2.3863658813721664,946.1899999999999,2728.26,469.274,95.62899999999999,29.084,0.0,31.482,396.672,128.89,0.0,305.796,0.0,1.0,-0.2,1.0,7.8,13293.2480006218,0.0,AS14.01,2014-04-19,7.25
30,1.7207735899916672,897.086,4984.724,727.492,10.606,0.0,0.0,34.202,2237.742,0.0,0.0,121.035,0.0,2.0,-0.25,0.75,7.25,8343.518000364307,2.0,AS14.01,2014-04-20,7.6
31,2.448985415237932,3442.2319999999995,2004.347,74.88,33.266,0.0,0.0,58.049,428.972,68.278,0.0,210.882,0.0,2.0,-0.4,1.0,7.6,3832.9909992218018,0.0,AS14.01,2014-04-21,7.4
32,2.206309243735009,2212.954,11360.913,1101.017,38.452999999999996,0.0,0.0,63.16,1422.548,0.0,0.0,423.215,0.0,2.0,0.2,1.0,7.4,15490.269999265669,0.0,AS14.01,2014-04-22,7.6
