,activity,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,call,circumplex.arousal,circumplex.valence,mood,screen,sms,id,day,target_mood
0,2.654079336163547,1411.3234,7205.7014,448.06059999999997,38.236599999999996,0.0,35.0432,131.21880000000002,2198.4136,274.511,47.0446,229.6172,6.0771999999999995,3.8,0.45999999999999996,0.42000000000000004,6.75,13483.521200132363,0.4,AS14.01,2014-03-25,6.6
1,2.523728801828724,1016.9792000000001,7747.274,428.6652,38.794000000000004,0.0,0.602,102.76820000000002,2215.1254,91.422,47.0446,116.5394,6.0771999999999995,2.6,0.38,0.5,6.6,13172.500000190728,0.4,AS14.01,2014-03-26,7.0
2,2.467558920524887,1116.5588,8141.992800000002,537.8681999999999,43.0226,0.0,37.0922,94.846,2314.2752,93.4238,47.0446,128.821,6.0771999999999995,2.4,0.3,0.54,7.0,15432.497800159448,0.4,AS14.01,2014-03-27,6.4
3,2.4986860769678727,2871.8286,7267.895600000001,720.0795999999999,52.1752,46.6072,37.0922,125.47160000000001,2236.6556,320.02560000000005,47.0446,183.1472,0.0,3.4,0.14,0.5,6.4,15062.42919979095,0.4,AS14.01,2014-03-28,8.0
4,2.4470464961019767,3088.9633999999996,5957.9082,850.1712,45.354,46.6072,36.4902,146.0788,1686.5080000000003,246.5516,47.0446,267.52819999999997,0.0,2.2,0.020000000000000007,0.7,8.0,13717.48339962959,0.6,AS14.01,2014-03-29,7.5
5,2.112311074087862,2965.2828,4162.259,1143.6654,36.7432,46.6072,36.4902,125.1156,1336.1508000000001,246.5516,13.2954,230.60879999999997,0.0,2.2,-0.18,0.75,7.5,10327.055200004577,0.4,AS14.01,2014-03-30,7.4
6,1.9644574383117674,3324.0644,3431.0358,1313.3536,34.528,56.8424,36.4902,159.3268,687.87,283.2278,19.153399999999998,265.9968,0.0,3.4,-0.13999999999999999,0.75,7.4,9409.661800003052,0.4,AS14.01,2014-03-31,6.0
7,1.8311381830688713,3355.3023999999996,3262.8386,1391.6132,135.6494,103.7906,18.477600000000002,171.8584,1508.8072,596.6892,19.153399999999998,333.71819999999997,0.0,3.2,-0.13999999999999999,0.5900000000000001,6.0,9356.013000535964,0.2,AS14.01,2014-04-01,6.5
8,1.860987410274167,2065.6531999999997,4473.5032,1459.2078000000001,167.37160000000003,57.183400000000006,36.5738,234.97639999999996,2092.0173999999997,370.08740000000006,19.153399999999998,341.649,0.0,3.0,0.08,0.6199999999999999,6.5,12643.017400598526,0.2,AS14.01,2014-04-02,6.4
9,1.7699585907857103,2139.4199999999996,6816.9812,1392.4482,182.6184,57.183400000000006,36.5738,243.83799999999997,2628.2879999999996,363.4168000000001,19.153399999999998,258.07599999999996,0.0,3.0,-0.2,0.41999999999999993,6.4,15258.860000801087,0.0,AS14.01,2014-04-03,6.2
10,2.2406069671205566,2448.1127999999994,7653.605799999999,1394.3582,182.6184,57.183400000000006,36.5738,264.39759999999995,3011.9903999999997,395.06500000000005,5.858,276.1552,0.0,3.4,-0.06,0.35,6.2,16830.099400615694,0.2,AS14.01,2014-04-04,6.8
11,2.473391709456825,4887.669800000001,6964.1602,1057.848,174.3674,46.94820000000001,36.5738,226.91339999999997,2814.5009999999997,395.97780000000006,0.0,257.8854,0.0,2.2,-0.13999999999999999,0.35,6.8,15130.818800544741,0.2,AS14.01,2014-04-05,6.5
12,2.2140215817595394,5520.2988,6416.2036,889.1634,64.8022,22.8812,18.0962,226.49939999999998,1870.7795999999998,73.05360000000005,0.0,163.608,0.0,2.8,-0.32999999999999996,0.45,6.5,13189.502000093464,0.2,AS14.01,2014-04-06,6.5
13,1.9680408323327925,4982.904399999999,6503.1754,709.9123999999999,24.4724,22.8812,3.4213999999999998,152.26080000000002,1480.1048,85.10300000000004,0.0,136.496,0.0,2.2,-0.58,0.35,6.5,10887.076000070574,0.2,AS14.01,2014-04-07,6.6
14,2.093266042986748,4697.1494,5511.0696,1144.482,13.0518,22.8812,3.4213999999999998,151.3832,1380.2808,81.28660000000005,0.0,107.1702,0.0,1.6,-0.42000000000000004,0.47000000000000003,6.6,9626.935400295257,0.2,AS14.01,2014-04-08,7.4
15,2.063001098946762,4633.307,5650.1592,1023.5906000000001,13.0518,22.8812,3.4213999999999998,185.3538,1528.3114,49.63840000000005,0.0,196.90359999999998,0.0,2.0,-0.62,0.51,7.4,9862.711000490188,0.0,AS14.01,2014-04-09,7.4
16,1.8708129533057007,1744.5399999999997,6249.3596,1380.0954000000002,13.0518,23.093,8.0604,190.711,1690.6131999999998,12.049400000000045,0.0,248.64979999999997,0.0,3.4,-0.6199999999999999,0.55,7.4,11053.844600343706,0.0,AS14.01,2014-04-10,7.0
17,1.9455892859325445,1508.6137999999996,6245.5294,1737.8802000000003,31.8704,0.2118,8.0604,177.1774,1745.6826,18.896200000000043,0.0,282.32959999999997,0.0,2.6,-0.71,0.61,7.0,11665.74940042496,0.0,AS14.01,2014-04-11,7.25
18,2.0491657993533456,1383.6275999999996,6093.543,2085.7524,22.6448,0.2118,4.639,158.9144,1503.4854,7.853000000000046,0.0,311.64579999999995,0.0,2.4,-0.71,0.71,7.25,12046.635000658036,0.0,AS14.01,2014-04-12,8.0
19,1.7548982986798525,1294.5727999999997,4417.3913999999995,1442.335,35.3012,0.2118,4.639,135.8534,979.3616,7.853000000000046,0.0,304.4172,0.0,2.2,-0.8800000000000001,0.79,8.0,9427.558800125124,0.0,AS14.01,2014-04-13,7.2
20,1.5797136583801183,1159.1655999999996,4479.233,2507.2922,53.165800000000004,0.2118,4.639,95.5418,998.4885999999999,13.673800000000046,0.0,386.1482,0.0,1.6,-0.96,0.79,7.2,10312.990599775314,0.2,AS14.01,2014-04-14,6.4
21,1.6332290867921226,1335.3657999999998,4747.7970000000005,2324.418,55.7744,0.0,0.0,96.04099999999998,1649.1871999999998,15.346400000000045,0.0,366.56940000000003,0.0,1.8,-0.8799999999999999,0.7899999999999999,6.4,11170.815399599076,0.4,AS14.01,2014-04-15,7.2
